,AuthorName,Comment
5318,Dante's Inferno,"@Arham Khan she started giving out random facts after the novel was done, on twitter. Facts that nobody asked for. She did all of this to stay relevant. At first people were intrigued but soon they got fed up with her retconning the HP universe. Hence, the memes."
5319,Andrew P. Stewart,Thor and Valkyrie back together again fighting aliens. I love it!
5320,Asif Adnan Hossain,Thor & Valkerie
5321,J B,Wow Thor lost a lost of weight!
5322,Dowhat Iwant,Gay. In fact it's gayer than two Cowboys feeding each other pudding
5323,atikah rostam,Glad to see agent O
5324,kvt nation,We have thor and creed wife
5325,reborn_silence,Not only is it thor and valkyrie but theres also another line where chris sounds like an idiot trying to be inclusive.
5326,Phoenix Ikki,"So basically this is the Asgardian movie...in a wrong title.

I see Odin, Thor, and Valkyrie reunited."
5327,Stephen Sanders,am i going to watch this no i like the other men in black like will smith and Tommy Lee Jones
5328,Mr P,If the talking pug isn't in this I'm gonna be pissed.
5329,indira hadisuryo,Welcome to Asgard.
5330,Ilham Udin,hahaha it's so funny
5331,Fiqih Fandrian,MECU: Marvel Extended Cinematic Universe
5332,Fabian-A:3,?
5333,Jack Leo,I love that girl 👍
5334,KDEV EDITS,*അമ്പട തോറെ....* *ഇനിയിപ്പോൾ ചുറ്റികയും കോടലിയും ഒക്കെ വിട്ട് വെടിയും പൊകയും ആയിട്ട് നടക്കാനാവും പരിപാടി..*
5335,AVATAR TALKS,പൊളി 😂
5336,Max Wasserman,Everyone complaining about this movie but M actually seems like a really good character to me.
5337,Luis kpi,i need bleach now
5338,Nicholas McArthur,"hahaha, This looks quality! Very keen"
5339,അബ്ദുൽ അസീബ്,*Malayalam*
5340,Saleem Star,On attempt to test  5g in Netherlands 297 bird died due to  high frequency  we don't  need 5g networks  the radiations are bad not only  for birds  but for humans  too
5341,DontReallyHave AnOriginalName,...wtf?
5342,GME ASMR,1:51 They are riding an oppressor mk2 🤦‍♂️
5343,John Rettig,"If you're reading this and you shouldn't be .




Then I was never here .


And you never read this ."
5344,Apita Susilo,"Thor, valkyrie! Where's hulk n loki?!"
5345,fo̅o mancho̅o,thor 4? Lost in the UK?
5346,Thug MiawMiaw,Thor ur in wrong server
5347,anirudha das,will Smith should have been in this movie
5348,Natsu Dragneel,So Thor really become a member of Guardian of the Galaxy..
5349,Purnomo Black,asgard here??
5350,2GD,THOR 4?
5351,OccyDotAndy,What
5352,Just John,Even the oppressor mk2 is getting into movies....
5353,Izz Hafiy,Thor after working out
5354,Harrison Schneider,"I think that Will Smith's character is the main antagonist, embittered over being fired."
5355,Sebastien LICHT,"girl powwaa ! , pissed off ! , need a kid , a pet and dinosaur to complete the loop"
5356,MugenTJ,"Basically another SJW remake, with Chris Hemsworth as eye candy. Leave the male franchises alone and make your own, ladies."
5357,Rui F Ribeiro,"Spot on. But then Holywood complains the fault of not selling DVDs or movies is on ""piracy"", and not on alienating the original, majority viewers with the agenda of the jour. Also if some chicks downvoted a movie to the tune of 50k downvotes, it would be political activism and ""inclusion"", but when that happened on Rotten Tomatoes to the new Captain Marvel with guys downvoting it, it was deemed ""trolling and vandalism"", and the votes were hidden. Talk about dual standards. It got to a point that even in cable TV, it is difficult to watch any channel that is not broadcasting a SWJ movie or serie.  Now even Chinese movies got into the same bullshit. Give us a break. Please make quality movies and not ones that have a race and sex political agenda behind. But well, since Holywood is in a PC cruzade, why not remaking ""Pretty Woman"" with a transgender (I would say two guys, but that boat seems to already have sailed a few years ago...in vogue today black women, next few years it will be black trangenders??)? Hey Hollywood, you heard it first here. PS I have not anything against different people by our standards, but please, please get back into the entertainment business and leave politics and brainwashing alone."
5358,scuba smith,Word. More inclusion nonsense. Go woke go broke.
5359,Muhammad Enowato,Exactly what i have in mind.. ghostbuster and then this. SJW controlling everything
5360,Bakteri Jahat,thats awsome fellaaaaasssss
5361,Abd Hafid,Thor & Valkyrie
5362,Shiloh Calvin,Wrong actors
5363,Firman Syah,MIB Cabang Asgard
5364,Sami cor,"Chriiiis, Is this a joke like the one with Crocodile Dundee???? How can you put a duo from one movie in another movie !? XD"
5365,Rafuyu,I miss will smith
5366,World Games,Wow. Thor has lost so much weight after the Avengers Endgame event!
5367,Dark Lord,😂😂😂😂😂😂🤣🤣🤣🤣😂🤣😂🤣😂🤣😂😂🤣
5368,YrcandY Music,Thor is the better role!!
5369,Mark Wilson Alcala,"So, while Will Smith is trapped in some magical lamp, these norse entities are taking cover of his job? What happened to Thor's belly?"
5370,regavedat,It’s funny because the soundtrack says black black black and she’s black
5371,TORITO LGLV,What happend to Will Smith and Tommy Lee Jones? If anyone can let me know thank you
5372,DScubes,It’s called *men* in black for a reason
5373,ARD's 007,Whear is Will Smith ???😳😳😳😳
5374,InsaneCPR 22,But she is not a man in Black.
5375,Poisonous Smoker,Thor n valkyrie are working as team Mates 👌
5376,Descendant of Kraff,If Korg ain't in this it should flop
5377,Lawrence Hawkins,"I'm ditching this flcik, and not just because they're driving a bullshit Lexus."
5378,antonio espino,Wait that Thor and valkyrie  hahhaahah it's like watching Thor Ragnarok again hahaha
5379,Saish Gurav,Good one 👏👌
5380,sunny ormsby,it might keep the fake narratives going a day longer.
5381,BigBearSoulmusiq,Asgard in black
5382,dreezy loran,Thor and valkarie in Earth two
5383,sunny ormsby,"just go out, and sweep the floor, and everything will be fine. hey people this is make believe."
5384,Chuck Berrington,Not as good as the first trailer...
5385,San Simeon Koizumi,"""We are men and Women in black"" and then the thumbs up, straight outta Ragnorak"
5386,sunny ormsby,tell's me all i need to know; typical hollywood sjw B S. same as first 3
5387,Yizzy Roger,"Hhhhhha, why actually wasting my time👀 it🤣"
5388,liu travis,"This is like 100 times better than the NA trailer, and weridly this is not the only movie doing this, makes you wonder if it's intentional, making a real trailer with international release and just tank the NA trailer might have some advantages?"
5389,Yoga Prasetyo,"So, Thor has a new job huh?"
5390,Misty,Why is Thor and Valkyrie here
5391,Japan Movies New,welcome to your channel specializing in JAV movies
5392,Dani Malik,really crap film gets its fairly good lead actor replaced with a woman in the name of today's gender blurring agenda. = world nearly finished
5393,FCA1975,"1:54 Liam's original line idea read "" Black men are compromised. They cannot be trusted"". 😂"
5394,Young Weathers,So.. This is what Thor meant when he said he needed some time to rest😂😂
5395,Dark Lord,To become agent?????😂😂😂😂😂😂🤣🤣🤣🤣🤣
5396,Shahkulu,this doesnt... look bad. This has to be the work of aliens because sony trailers are never good.
5397,Dante Gabriel Vitruvio,After defeating Thanos
5398,Julian Aherrera,It's weird that I kinda wish he was fat in this movie
5399,Walae 1617,Morocco🇲🇦🇲🇦⚡
5400,schuuichiminamino,"If the jokes with super heroes names don't show how the genre is saturated, I don't know what will."
5401,Melody snow,The Asgardian duo.
5402,amaan jazah,after avenger endgame thor also leave thier role in marvel
5403,George Shornack,"Once again, you killed another movie with stupid, low-level humor, and unnecessary explosions & fight scenes. Yey Hollywood, you still suck!"
5404,xxtravisxxify,"I don't like New World Trade Center. Twin Towers were way better. Wish 90's are back. I want good quality movies,music etc. Instagram is a trash where people do stupid things to sell their sexuality. In old times even sexuality had some deep clever meanings but now whole world is fake crap. This MUST be changed."
5405,Rockey Manandhar,Men and women in black
5406,Jovaan Mills,Men in black without will Smith no thanks I'll pass
5407,Angel Daniel,I love will Smith is amazing!!! But this one  I don't know!!! I love Chris!!!
5408,Bat Man,Uff!!! After endgame we need a dosage of MIB Chris Hemsworth.
5409,Victor Yotz,Where's Hulk?
5410,JC4,Number of laughs = 0
5411,Ife Diran,Thor: The Alternate Universe
5412,Keith Mwangovya,Better than the first trailer Ill give it that
5413,KandiK *,Oooohhh I can't wait!!
5414,All Things Doctor Who!,Yeah.. they could of got tommy lee jones or will Smith
5415,ศักรินทร์ ดีสมจิตร์,ไม่ใช่มาเวลหรอวะ55
5416,Wajih bec,"Don't push an agenda, you have competent actors, don't ruin this."
5417,Wajih bec,"@Bruce Wayne i don't know if it's pushing an agenda i haven't seen it yet, i'm just wishing that it won't and if it did i hope it doesn't ruin the movie that's all.
also how am i no different than feminists?"
5418,Bruce Wayne,"The biggest problems are people like you who thinks everything is  pushing an agenda. Look at yourself, you're no different than feminist who complain everything is sexist."
5419,Reno Arruba,Will shimt how are u?
5420,It’s Ya boi,Hope it doesn’t end up like the new ghostbusters
5421,thecharliechan,"Oh good, another movie not worth seeing. Do something f^ck1ing original for once hollywood!!!"
5422,Radit Arighi,Asgardians of the galaxy
5423,bboyg1,I'm going to say it.... The music sucked so bad for this trailer
5424,Andrew White,Agreed
5425,Eyes Are open,Girl power blahhhhh
5426,Chewingice5,Am I the only one getting Doctor Who vibes?
5427,Sam Rahmati,I don’t like it
5428,Kwatonia Anderson,INSTANT SHIP! INSTANT SHIP!!!
5429,CxrtifiedAnt-,So they have a black woman and a white man instead of a black man and a white man logic😂
5430,irfan sageer,Is a thor remake in suits
5431,Pin A Yoong,Asgardians of MIB
5432,Drastic Gamers TV,Where's will Smith?
5433,muslih 172,Valkrey and thor play together
5434,Rb 26,There in the same film again love it
5435,Daniel Son,Not feeling it....
5436,Kharis Fathur,"""Asgardian In black"""
5437,surfing web,"Odin : we can make a peace with all mankind

Thor 2019 : became alien hunter"
5438,Tony Fernandez,"MIB, meet the Skrulls"
5439,Scholar Tiprasa,Team Thor
5440,Space Shuttle,"Where’s Will Smith & Tommy Lee Jones. Let me know where the actual reason we’re watching this trailer, it’s for the  one and only WS and TLJ."
5441,Space Shuttle,"It would speak so, but the trailer doesn’t have them do anything so they are probably not going to be in the movie."
5442,Jacob Billings,Space Shuttle is that them at 0:23?
5443,Truman Burgess,I feel like this is just a PC remake of the original...
5444,Quddus alKhred,"You know 2019 is crazy when:
1. Genie on Aladdin is played by Will Smith
2. Men in Black played by MCU actor."
5445,MarvelDcita007,WHERE IS WILL SMITH???
5446,Jawad Sarkho,2:00 chris being thor
5447,Caelyn Le,So excited to see these two together again!
5448,hendianto pratama,Asgardian of the galaxy
5449,DinguChan,Does this question refer to Avengers:Endgame ? 1:31
5450,Jude Mathews,"Tessa is the Queen. Nice, just like in endgame when she's the queen of New Asgard because Thor is too fat and join the Guardians after Thanos is defeated but Tony sacrifices his life. But no spoilers. #dontspoilendgame"
5451,Cliente Promedio,Yes yes... she's queen... of NEW ASGARD
5452,BURNANNATOR SI SEÑOR,Where is the other man?
5453,Knight of Christianity,This looks like a potential flop
5454,Datoxic herbivore.,Yecks
5455,killaction0317,"Wait, Will Smith turned down MIB sequels, independence day2, suicide squad2, but decided Aladdin was a good idea???"
5456,Queen coleman,What happend to will Smith
5457,Cornell Daniel,This will never replaced the original. Why change it if it was not broken?
5458,므요요,Where is thanos?
5459,Sexy Vampiyr,🧐Thor is that you wearing a suit and tie.
5460,GH0STR3D RRR,Time travel thanos dies  toni dies cap gets old black widow dies thor gets fat reverse snp no end credits
5461,ProNorden Agrarian-Nationalism,Kool✌️ though Chris is ...shouldn't other #Hemsworths be getting some of these parts ?
5462,David Bell,What a pile of crap this is a British remake of a remake of a remake without Will Smith. Throw enough money and Hemsworth he'll do anything
5463,Seto KaibaX,So this is what Thor and Valkyrie have doing between movies... I approve!
5464,ThreeGhost,MIB is not MIB without Tommy lee jones and will smith
5465,Andrea Calì,So there are thor a valkyrie and liam neeson that are going to fight against some aliens probably looking like a snail... All normal
5466,Fadhli Razali,"Is this ""New Asgard Story""?"
5467,Grandmaster,I hope thor doesn’t end up being fat in MIB
5468,Bizarre My Little Pony,"Joder... Igual que ""Los Simpsons bailan Calipso"""
5469,Beast The One,WTF  HOW EPIC IS THIS?
5470,Kevin master,We are REVENGERS
5471,Abeeku George,Closers 😉
5472,HumanID1,This is what happens when the demand for woman's rights is high
5473,Game Green,I wish they mad will Smith like her partner and dis time he’s like the old
5474,Matthew Nicholson,Spoilers predictions Liam neeson is the villain
5475,Amin Pourdkhani,Wow xD they rly spoil the Endgame. Valkyrie as a Queen and Thor as a God. Listen what they say :D
5476,Regina Phalange,Who recognize Kunal's Voice?
5477,TheCptCoy,"So the Hive is special because they can take the form of other people? Haven't aliens been doing that in every MiB movie so far? What am I missing here, other than bad writing?"
5478,Andrew Pitts,0:22 Is that J and K?!
5479,Ej Icon,Johnny Knoxville?
5480,SuperSuperdude88,looks good. im sick of emma thompson though.
5481,BlackPink Is The Revolution,The thor and valkyrie unrelated comment you've been looking for. Haha
5482,Insert Redletter Media Meme Here,"Not gonna lie, this looks god awful terrible"
5483,Janeer Rodgers,Wow😯
5484,GPS Ahmad,Boringg
5485,Julia Paz,A
5486,Sir Bennyboi,This is gonna suck but im still gonna watch it
